policy_id,customer_id,agent_id,policy_type,policy_subtype,effective_date,expiration_date,renewal_date,policy_term_years,annual_premium,monthly_premium,payment_frequency,payment_method,coverage_level,policy_status,underwriting_grade,underwriting_score,is_loyalty_member,bundle_discount,discount_percentage,total_discount_amount,net_premium,auto_renewal,last_modified_date,policy_notes
POL000101,84461ae9-9c30-4d39-bfb6-03e94bf32c92,AG0051,Professional Liability,Medical,2025-02-02,2026-02-02,2026-02-02,1.0,3282.11,273.51,Semi-Annual,Check,69,Active,B+,84,False,False,0,0.0,3282.11,False,2025-03-21,Matter hand prepare religious. Soldier purpose such each.
POL000102,c7d4c295-6f7b-420e-b7c1-989ff861ad83,AG0075,Health,Medicare Supplement,2021-07-26,2022-01-24,2025-07-25,0.5,11907.69,992.31,Annual,Online Payment,77,Pending,A+,76,False,False,0,0.0,11907.69,True,2024-03-23,
POL000103,24d28670-3a2b-4056-9caa-e7bbfd61aeb8,AG0098,Health,Family,2022-01-11,2023-01-11,2026-01-10,1.0,8418.73,701.56,Annual,Bank Transfer,53,Active,A,77,False,True,5,420.94,7997.79,False,2024-12-20,
POL000104,70769afd-bf25-4811-9667-0dd55a4ad0b9,AG0001,Umbrella,Standard,2024-03-28,2024-09-26,2025-09-26,0.5,1061.23,88.44,Annual,Check,82,Active,B,67,False,False,0,0.0,1061.23,False,2025-01-15,
POL000105,5fecf15d-c067-4b51-8ff5-55c2cd497678,AG0051,Life,Term,2022-07-20,2037-07-19,2037-07-19,15.0,2092.61,174.38,Annual,Bank Transfer,100,Active,D,44,False,False,0,0.0,2092.61,False,2024-08-22,
POL000106,54c0ee4e-e519-447d-99be-0c7af6f216a0,AG0126,Business Liability,Professional,2022-05-19,2023-05-19,2026-05-18,1.0,7059.62,588.3,Annual,Check,86,Renewed,A+,80,False,False,3,211.79,6847.83,False,2023-08-26,
POL000107,a94a81d4-1f44-47e5-b330-8a657b7ec153,AG0101,Home,Custom,2023-09-14,2024-09-13,2025-09-13,1.0,3845.77,320.48,Monthly,Check,83,Pending,B,74,True,False,7,269.2,3576.57,False,2024-12-15,Despite my share father matter trouble discussion.
POL000108,f3e4aa12-e494-4977-9b17-931ab0ae6d8a,AG0113,Business Liability,General,2024-03-22,2025-03-22,2026-03-22,1.0,7430.41,619.2,Semi-Annual,Check,83,Active,C+,82,False,False,0,0.0,7430.41,True,2025-01-26,Single important my good himself later. Father knowledge approach increase. Dinner on decision.
POL000109,c00b6606-6627-421d-a14c-873fe5b5005e,AG0015,Umbrella,Standard,2022-03-22,2023-03-22,2026-03-21,1.0,1269.49,105.79,Quarterly,Online Payment,64,Active,B+,75,False,True,15,190.42,1079.07,True,2024-11-21,Foreign may everybody fear letter.
POL000110,2ce8621b-a376-4c68-b25d-28fb2dba74d3,AG0132,Health,Family,2024-09-02,2025-09-02,2025-09-02,1.0,13368.58,1114.05,Annual,Online Payment,72,Active,D,58,False,True,10,1336.86,12031.72,False,2025-03-17,
POL000111,aeec5707-80fe-48f6-8ae3-26294583363a,AG0148,Home,Custom,2021-09-25,2022-09-25,2025-09-24,1.0,2825.06,235.42,Semi-Annual,Online Payment,85,Active,B+,65,False,False,0,0.0,2825.06,False,2023-06-22,Particular heart paper pick less. Effect than conference require strategy.
POL000112,27f9eb81-ddbd-4fa5-9c46-b6e67440d516,AG0020,Renters,Basic,2021-05-19,2022-05-19,2026-05-19,1.0,1021.54,85.13,Annual,Credit Card,52,Active,A+,65,False,False,0,0.0,1021.54,True,2022-04-12,
POL000113,6b60f21c-15cb-4eeb-881a-927cbf44b243,AG0013,Umbrella,Extended,2023-06-01,2024-05-31,2025-05-31,1.0,1035.63,86.3,Semi-Annual,Check,63,Active,C+,84,False,True,15,155.34,880.29,True,2025-01-31,
POL000114,db9145d7-df27-4d39-9407-6c489ed25a62,AG0039,Professional Liability,Consulting,2023-10-27,2024-10-26,2025-10-26,1.0,5384.57,448.71,Monthly,Online Payment,77,Active,B+,88,False,True,10,538.46,4846.11,True,2024-04-13,
POL000115,10075445-6ddc-403c-8015-68042545e810,AG0041,Commercial,Property,2020-08-15,2021-02-13,2025-08-14,0.5,5920.17,493.35,Monthly,Check,65,Lapsed,B+,82,True,False,2,118.4,5801.77,False,2025-01-17,
POL000116,22acf30b-0baa-4de0-afaa-7e28d05a270f,AG0067,Renters,Basic,2020-09-29,2021-09-29,2025-09-29,1.0,1152.67,96.06,Semi-Annual,Online Payment,100,Active,A+,76,False,True,15,172.9,979.77,False,2021-11-01,
POL000117,e50573e8-e2dc-4e0a-b153-c46a10d67b04,AG0098,Business Liability,General,2024-07-16,2025-07-16,2025-07-16,1.0,4928.39,410.7,Annual,Online Payment,87,Renewed,D,80,False,True,15,739.26,4189.13,False,2024-11-14,
POL000118,4826dfcf-aa0e-4d67-9e23-872af9bad9fa,AG0073,Auto,Comprehensive,2022-07-25,2023-07-25,2025-07-24,1.0,2513.97,209.5,Semi-Annual,Credit Card,53,Active,A,79,False,False,0,0.0,2513.97,False,2022-09-27,
POL000119,0e5f2b5a-105e-4b52-93e8-75a3c9ad6e4f,AG0017,Renters,Basic,2022-02-22,2023-02-22,2026-02-21,1.0,1227.86,102.32,Semi-Annual,Credit Card,79,Active,C+,68,True,True,12,147.34,1080.52,True,2023-07-08,
POL000120,0b25f7e3-5a82-4c25-8dba-7a753e483964,AG0012,Home,Premium,2023-04-03,2024-04-02,2026-04-02,1.0,2349.07,195.76,Quarterly,Check,61,Active,C,80,True,False,7,164.43,2184.64,False,2024-10-17,"Or save threat hotel. Give trip simply find whose report.
Usually me one."
POL000121,194fe01a-2283-452d-bd3e-5ad6d539dee0,AG0130,Auto,Third Party,2022-01-04,2023-01-04,2026-01-03,1.0,2029.23,169.1,Quarterly,Online Payment,60,Active,C+,97,True,False,5,101.46,1927.77,False,2023-04-20,
POL000122,7b6a9ad3-22d9-410c-ae3a-0457d3236623,AG0035,Commercial,Workers Comp,2024-10-21,2025-10-21,2025-10-21,1.0,9009.59,750.8,Semi-Annual,Check,76,Pending,A,57,True,False,2,180.19,8829.4,False,2025-05-02,
POL000123,4774c1d4-4213-48a5-a541-116b1353d648,AG0075,Renters,Premium,2024-03-07,2024-09-05,2025-09-05,0.5,1044.81,87.07,Monthly,Bank Transfer,67,Active,D,68,True,True,7,73.14,971.67,True,2025-05-18,Myself star issue six method. Wait design available level. Special after again design factor.
POL000124,35e3f44e-ba37-40b8-acfa-4e0304017edc,AG0149,Auto,Full Coverage,2022-07-10,2023-07-10,2025-07-09,1.0,3849.66,320.8,Semi-Annual,Check,100,Active,B+,61,False,False,0,0.0,3849.66,False,2024-03-09,
POL000125,92c5a287-6ae0-47d3-b423-9eeceffdb732,AG0073,Home,Custom,2025-01-16,2026-01-16,2026-01-16,1.0,4093.74,341.14,Quarterly,Bank Transfer,73,Active,C,65,True,False,7,286.56,3807.18,True,2025-01-18,
POL000126,2f4f6aad-43ae-4f48-ae03-051c1017feba,AG0137,Business Liability,General,2021-04-02,2022-04-02,2026-04-02,1.0,7731.1,644.26,Quarterly,Credit Card,82,Active,D,65,False,True,10,773.11,6957.99,True,2024-02-08,
POL000127,3566ce03-a868-4671-9ed6-3fb477863514,AG0022,Health,Individual,2022-07-03,2023-07-03,2025-07-02,1.0,10137.45,844.79,Annual,Credit Card,57,Active,D,69,True,False,2,202.75,9934.7,True,2023-10-30,
POL000128,95f75140-4c8f-40e2-9049-7ac2f0bdbd21,AG0036,Health,Family,2025-02-15,2026-02-15,2026-02-15,1.0,10029.35,835.78,Annual,Credit Card,70,Active,C,64,False,False,0,0.0,10029.35,False,2025-03-17,"Sell should bed himself direction consider.
Similar care behavior no. Natural avoid choose toward."
POL000129,a281f9fe-3d01-4475-868d-e93e09941211,AG0049,Umbrella,Extended,2021-10-09,2022-10-09,2025-10-08,1.0,1375.12,114.59,Monthly,Credit Card,66,Active,D,86,False,True,10,137.51,1237.61,True,2022-09-28,
POL000130,e9a8f4fb-275a-482f-a6fe-33911959889a,AG0129,Renters,Basic,2021-03-10,2022-03-10,2026-03-10,1.0,1352.07,112.67,Quarterly,Bank Transfer,70,Active,C+,58,True,True,17,229.85,1122.22,False,2022-11-05,
POL000131,02a3682e-4eed-43be-aa23-d148ceb7e79f,AG0094,Commercial,Workers Comp,2020-11-25,2021-05-26,2025-11-24,0.5,5039.29,419.94,Monthly,Bank Transfer,68,Active,A,72,False,True,5,251.96,4787.33,False,2022-10-17,Tough world paper send parent. Step member benefit require.
POL000132,1f14975f-40d4-4218-8570-05c1920411d7,AG0057,Home,Standard,2020-06-29,2021-06-29,2025-06-29,1.0,2596.83,216.4,Annual,Bank Transfer,54,Active,C+,91,True,True,12,311.62,2285.21,False,2020-07-31,
POL000133,a5212938-a788-4353-8e13-b6b19738e6b5,AG0134,Auto,Liability Only,2024-06-05,2025-06-05,2025-06-05,1.0,2035.74,169.64,Annual,Online Payment,88,Active,C,89,True,False,5,101.79,1933.95,False,2025-05-12,
POL000134,0c3ce050-13cb-4197-b7a1-9c5ffae8bc21,AG0080,Life,Term,2023-02-08,2028-02-08,2028-02-08,5.0,1381.45,115.12,Monthly,Check,80,Active,B+,46,False,True,15,207.22,1174.23,True,2025-03-12,Speak place phone. Allow history benefit. Research for ask choose apply left American.
POL000135,7ebf2bc2-4edc-48c9-b84e-b186e8bca70e,AG0049,Commercial,General Liability,2024-05-21,2025-05-21,2026-05-21,1.0,5499.49,458.29,Annual,Credit Card,98,Active,A,61,True,False,5,274.97,5224.52,False,2025-02-28,
POL000136,d5962464-229e-46f6-a145-5054fafa2651,AG0007,Auto,Liability Only,2022-06-22,2023-06-22,2025-06-21,1.0,2942.92,245.24,Quarterly,Credit Card,63,Renewed,A,73,True,False,5,147.15,2795.77,True,2024-05-11,
POL000137,ebb59c0f-daa3-44eb-9a45-a8b71a1095ba,AG0088,Life,Term,2020-08-01,2025-08-01,2025-08-01,5.0,2185.51,182.13,Annual,Bank Transfer,95,Pending,B,84,False,True,5,109.28,2076.23,True,2021-06-09,
POL000138,268456d1-29d7-4f73-836c-f5c188585bb1,AG0054,Business Liability,General,2024-10-02,2025-10-02,2025-10-02,1.0,5163.57,430.3,Annual,Bank Transfer,88,Active,D,68,True,True,15,774.54,4389.03,False,2025-01-22,
POL000139,fbe2861f-076e-4410-aa8f-ac6030611f70,AG0107,Professional Liability,Legal,2020-07-07,2021-01-05,2025-07-06,0.5,4258.66,354.89,Annual,Check,70,Active,D,76,True,True,22,936.91,3321.75,False,2021-02-21,
POL000140,4972ffff-b160-4636-8648-4541f391fd4a,AG0084,Umbrella,Extended,2021-12-15,2022-12-15,2025-12-14,1.0,954.37,79.53,Monthly,Bank Transfer,73,Pending,A+,82,False,False,0,0.0,954.37,False,2024-11-23,
POL000141,3efa28df-7adc-4c58-956c-96dde696dce5,AG0110,Home,Basic,2024-01-15,2025-01-14,2026-01-14,1.0,3716.51,309.71,Quarterly,Online Payment,87,Pending,D,79,False,False,0,0.0,3716.51,True,2025-03-18,
POL000142,d629977f-599f-4931-848c-93d171fdf022,AG0128,Renters,Premium,2024-10-22,2025-10-22,2025-10-22,1.0,486.75,40.56,Annual,Check,37,Active,C+,73,False,False,0,0.0,486.75,False,2024-12-24,
POL000143,6efd159f-f409-4443-8324-aa4333f6fb07,AG0102,Auto,Third Party,2024-07-21,2025-01-19,2025-07-20,0.5,2349.16,195.76,Semi-Annual,Credit Card,73,Active,C,74,False,False,0,0.0,2349.16,False,2024-09-07,
POL000144,e24985f6-fd38-4e6f-918e-9ccdfb8cdec1,AG0036,Home,Standard,2024-03-15,2025-03-15,2026-03-15,1.0,3555.18,296.26,Monthly,Check,63,Cancelled,D,56,False,False,0,0.0,3555.18,True,2024-10-17,
POL000145,784c3ba6-af1e-467b-a799-0aca3f5b5400,AG0012,Life,Variable,2022-03-21,2037-03-20,2037-03-20,15.0,1868.75,155.73,Annual,Check,81,Pending,C+,67,True,False,7,130.81,1737.94,False,2024-02-04,
POL000146,df81ae9f-3209-4f9c-8e7a-e6bf8f341964,AG0009,Auto,Full Coverage,2023-08-30,2024-08-29,2025-08-29,1.0,2614.37,217.86,Quarterly,Check,83,Active,A+,63,False,False,0,0.0,2614.37,False,2024-07-21,College hundred better fly field. Human technology win actually natural.
POL000147,70ccfd6f-da5b-48b0-9d46-e099bf54e0ad,AG0045,Life,Term,2024-02-15,2054-02-14,2054-02-14,30.0,1646.67,137.22,Quarterly,Check,96,Active,D,84,False,True,5,82.33,1564.34,True,2025-03-17,
POL000148,57e3ef46-fa7e-4334-9fa4-06e0f2abee47,AG0097,Commercial,Workers Comp,2020-08-21,2021-08-21,2025-08-21,1.0,8410.53,700.88,Quarterly,Online Payment,79,Active,C,69,True,False,7,588.74,7821.79,False,2023-02-24,Weight group memory upon theory program themselves above.
POL000149,b94d3944-843c-4579-9a0a-06866c3acb19,AG0085,Business Liability,Product,2020-08-18,2021-02-16,2025-08-17,0.5,6056.15,504.68,Monthly,Bank Transfer,87,Active,D,76,False,False,0,0.0,6056.15,False,2021-10-02,Apply several money he sometimes up. Employee receive step pattern beyond of matter theory.
POL000150,dec33c79-e23d-4018-bf93-1d40a292ed80,AG0111,Health,Group,2021-04-25,2022-04-25,2026-04-25,1.0,11444.25,953.69,Semi-Annual,Credit Card,78,Active,A,84,False,False,0,0.0,11444.25,False,2024-03-29,Raise production keep or they. Next set above word. Could million threat radio.
POL000151,c48f1a19-b176-4db7-b5e6-5669b05b071a,AG0002,Professional Liability,Consulting,2023-10-01,2024-09-30,2025-09-30,1.0,7226.31,602.19,Monthly,Bank Transfer,96,Active,A+,56,True,True,20,1445.26,5781.05,False,2024-05-11,Entire audience item thing such song. Serve hundred road all education east develop.
POL000152,4be0d3ad-25f5-4556-9399-2ff9a08252b2,AG0054,Home,Standard,2021-08-16,2022-02-14,2025-08-15,0.5,2253.84,187.82,Annual,Bank Transfer,59,Active,A+,62,False,False,0,0.0,2253.84,True,2022-03-02,
POL000153,4e819051-6070-4bd7-84fd-e9122f1c0012,AG0027,Auto,Third Party,2022-08-07,2023-08-07,2025-08-06,1.0,1592.45,132.7,Semi-Annual,Online Payment,52,Active,B,71,False,False,0,0.0,1592.45,True,2022-10-19,Two look throughout main recognize soon.
POL000154,cc5be951-57bf-4185-a6e9-66fafce7f44d,AG0075,Umbrella,Extended,2021-06-05,2022-06-05,2025-06-04,1.0,1831.28,152.61,Quarterly,Check,84,Active,C,71,True,True,20,366.26,1465.02,True,2023-11-23,Condition beyond everyone record south. Outside despite same summer smile idea.
POL000155,21015afb-9e74-466f-8db4-8b1d251c5853,AG0083,Professional Liability,IT,2023-05-25,2023-11-23,2025-11-22,0.5,4601.7,383.48,Quarterly,Online Payment,66,Active,A+,85,False,False,0,0.0,4601.7,True,2024-02-04,
POL000156,3c11f245-5569-4b70-b9e6-7eff630201b3,AG0147,Auto,Third Party,2022-05-29,2023-05-29,2026-05-28,1.0,2712.81,226.07,Monthly,Credit Card,77,Active,B+,76,False,False,0,0.0,2712.81,True,2025-03-17,
POL000157,985baba8-44b2-4bb9-8737-1b43e6c42e34,AG0024,Business Liability,Product,2024-07-18,2025-07-18,2025-07-18,1.0,5140.92,428.41,Monthly,Online Payment,92,Lapsed,B,70,False,True,10,514.09,4626.83,True,2024-08-05,Matter citizen north detail job person. Attention could cut value much.
POL000158,c6bf14a7-7770-4222-b424-fd7485336e99,AG0094,Professional Liability,IT,2022-09-07,2023-09-07,2025-09-06,1.0,3409.63,284.14,Semi-Annual,Check,100,Active,A,66,False,False,0,0.0,3409.63,False,2024-10-02,
POL000159,d20ae5da-5b2b-449a-926b-ca8e5afa075c,AG0100,Life,Whole Life,2020-12-18,2040-12-18,2040-12-18,20.0,2807.13,233.93,Monthly,Check,100,Active,C,60,False,False,0,0.0,2807.13,False,2025-03-17,
POL000160,2ae35844-45cb-457f-ba46-6b6006b5b34e,AG0044,Professional Liability,Legal,2020-07-24,2021-07-24,2025-07-24,1.0,4919.07,409.92,Monthly,Credit Card,82,Active,B+,64,False,False,0,0.0,4919.07,True,2021-06-05,
POL000161,d9b2a2ee-ea75-4511-a2b9-25de83b2de45,AG0086,Commercial,Workers Comp,2021-09-25,2022-09-25,2025-09-24,1.0,6976.35,581.36,Annual,Credit Card,91,Renewed,B,66,True,True,17,1185.98,5790.37,False,2022-10-30,Character prevent rock wear up. Soon surface activity opportunity positive.
POL000162,cd8bc2b9-9fcc-4fe8-b454-187748887af4,AG0063,Business Liability,Professional,2024-05-30,2025-05-30,2026-05-30,1.0,6873.71,572.81,Semi-Annual,Credit Card,79,Active,C,64,False,False,0,0.0,6873.71,False,2024-08-22,
POL000163,747810a9-a8ee-4161-a8d0-8ef8b9967f03,AG0060,Home,Standard,2020-12-13,2021-12-13,2025-12-13,1.0,4569.83,380.82,Monthly,Credit Card,89,Active,B,64,False,False,0,0.0,4569.83,True,2022-10-08,Teacher position it. Catch dream current plan nearly power.
POL000164,71efb4a4-d3a2-4e54-8098-c2d444fc1d27,AG0004,Home,Basic,2023-11-07,2024-11-06,2025-11-06,1.0,2729.42,227.45,Monthly,Online Payment,100,Active,D,60,False,True,15,409.41,2320.01,False,2024-03-19,
POL000165,5fb2bc31-0b39-46dd-aacd-f65d06fb1b01,AG0132,Renters,Basic,2021-07-23,2022-07-23,2025-07-22,1.0,1068.06,89.0,Annual,Credit Card,54,Active,A,83,False,True,15,160.21,907.85,True,2025-01-20,
POL000166,d999cf65-09d3-464e-a3ed-274ce792a55d,AG0082,Life,Whole Life,2024-12-24,2029-12-24,2029-12-24,5.0,1823.3,151.94,Semi-Annual,Bank Transfer,66,Active,B,71,False,False,0,0.0,1823.3,True,2025-03-24,
POL000167,c528f2eb-8a7d-400c-95cd-70c54578ff20,AG0037,Commercial,Business Interruption,2024-06-03,2025-06-03,2025-06-03,1.0,8444.42,703.7,Monthly,Check,70,Active,B+,56,False,False,0,0.0,8444.42,True,2024-10-14,
POL000168,7f831327-e0f0-4fe3-bc60-4711e0982355,AG0012,Life,Universal,2025-03-24,2035-03-24,2035-03-24,10.0,1442.31,120.19,Monthly,Online Payment,73,Active,C+,87,False,False,0,0.0,1442.31,True,2025-04-04,
POL000169,f7298c50-27c8-4400-b3e3-29b6cc7450ad,AG0066,Home,Premium,2021-10-12,2022-10-12,2025-10-11,1.0,3614.95,301.25,Semi-Annual,Bank Transfer,90,Active,A+,74,False,False,0,0.0,3614.95,False,2023-08-15,
POL000170,019ca173-ceae-4cc6-970b-bce1c7e997f8,AG0134,Umbrella,Standard,2023-02-03,2024-02-03,2026-02-02,1.0,901.81,75.15,Quarterly,Check,91,Active,B,59,False,False,0,0.0,901.81,True,2024-05-18,"Technology around response. Five more example.
Morning voice foot various forget military now."
POL000171,09bae03d-6306-4482-a8c2-ac7f69babd59,AG0142,Umbrella,Standard,2023-04-08,2024-04-07,2026-04-07,1.0,1411.42,117.62,Annual,Online Payment,70,Active,B+,76,False,True,10,141.14,1270.28,False,2024-10-21,Sure tonight second artist. Not great yes establish. Large resource front perform again center.
POL000172,d21c244c-3586-4eba-9372-8273270d6cae,AG0034,Auto,Full Coverage,2021-04-30,2022-04-30,2026-04-30,1.0,2244.92,187.08,Quarterly,Credit Card,73,Active,B,69,False,False,0,0.0,2244.92,False,2023-11-22,Economy arm past plan turn painting. Officer kitchen dark building reduce notice type.
POL000173,d09a17f4-d5e2-4977-83c1-13f1ad7da574,AG0063,Umbrella,Standard,2022-03-21,2023-03-21,2026-03-20,1.0,1135.94,94.66,Quarterly,Credit Card,56,Cancelled,B+,47,True,False,2,22.72,1113.22,True,2024-05-04,Town future again up. Together voice city because manager difference.
POL000174,d7489027-8ffd-4dd3-ae71-a4e9d96f06ba,AG0034,Renters,Custom,2023-05-04,2024-05-03,2026-05-03,1.0,872.87,72.74,Semi-Annual,Credit Card,87,Pending,A+,74,False,False,0,0.0,872.87,False,2024-03-24,
POL000175,aff718a7-9f6a-4df0-b34f-67fa0c7fac45,AG0038,Commercial,Business Interruption,2021-08-26,2022-08-26,2025-08-25,1.0,6086.52,507.21,Semi-Annual,Online Payment,88,Active,D,66,True,False,5,304.33,5782.19,True,2022-08-31,
POL000176,bac344df-d33b-4444-8d9a-11750aaa25c3,AG0068,Business Liability,Professional,2020-06-26,2021-06-26,2025-06-26,1.0,5606.49,467.21,Semi-Annual,Credit Card,64,Pending,B+,72,True,True,15,840.97,4765.52,False,2023-07-07,
POL000177,085a82ed-f17e-4bbe-8ddc-51baddcfa5f3,AG0041,Umbrella,Extended,2020-07-15,2021-07-15,2025-07-15,1.0,1010.86,84.24,Semi-Annual,Check,87,Active,C,69,False,False,0,0.0,1010.86,False,2023-07-14,Time skill about allow skin. Or good create discover question learn why.
POL000178,709f2365-b926-445d-a37d-0e171ca0631d,AG0061,Umbrella,Standard,2022-11-10,2023-11-10,2025-11-09,1.0,1411.46,117.62,Monthly,Check,87,Renewed,B,59,False,True,8,112.92,1298.54,True,2023-11-18,Case wish issue despite treatment source bring reflect.
POL000179,2e94e04d-f68e-4d10-b1ab-652cc12d0bb2,AG0067,Renters,Custom,2022-07-11,2023-07-11,2025-07-10,1.0,834.63,69.55,Annual,Check,72,Active,C+,71,True,False,2,16.69,817.94,False,2024-05-17,
POL000180,a6752f95-b511-40fa-b800-f852c173622b,AG0082,Umbrella,Extended,2020-06-16,2021-06-16,2025-06-16,1.0,937.83,78.15,Monthly,Bank Transfer,93,Renewed,D,74,True,True,25,234.46,703.37,False,2025-03-01,
POL000181,94fd777b-9be7-4f70-b75c-2585d0472971,AG0038,Life,Universal,2022-05-14,2042-05-14,2042-05-14,20.0,1467.11,122.26,Quarterly,Online Payment,100,Active,B+,55,False,False,0,0.0,1467.11,False,2024-09-04,Term security the training population improve. Question eat foreign particularly per represent.
POL000182,c7878285-3b7c-46ea-b549-87a58452ca0b,AG0042,Business Liability,General,2020-07-06,2021-07-06,2025-07-06,1.0,4934.86,411.24,Annual,Bank Transfer,76,Active,C+,74,False,False,0,0.0,4934.86,False,2022-02-15,
POL000183,1ac09951-ff3c-4467-b653-c134ab5a7441,AG0136,Health,Family,2024-03-09,2025-03-09,2026-03-09,1.0,13421.58,1118.46,Monthly,Check,84,Active,C,62,False,True,15,2013.24,11408.34,True,2025-05-10,
POL000184,50b2cfb9-4935-452a-aec5-cfe5d7ef6788,AG0026,Health,Family,2022-09-02,2023-03-03,2025-09-01,0.5,14591.65,1215.97,Semi-Annual,Check,100,Active,C+,72,False,False,0,0.0,14591.65,True,2024-06-11,
POL000185,9fe1fa9d-1de0-42c2-af31-42a3c169f9d7,AG0074,Home,Basic,2021-08-24,2022-08-24,2025-08-23,1.0,2249.58,187.46,Annual,Bank Transfer,58,Active,C,71,True,True,12,269.95,1979.63,False,2023-08-21,
POL000186,e1f92b08-ef15-4f36-8c23-f948024e8630,AG0114,Commercial,Property,2021-06-02,2022-06-02,2025-06-01,1.0,6273.24,522.77,Annual,Credit Card,70,Active,A+,105,True,False,7,439.13,5834.11,True,2023-04-27,Second again them alone let identify. Mention option during smile point or.
POL000187,aca05676-7c7f-4d3d-a62d-9289ee1bc5d1,AG0021,Life,Universal,2023-11-25,2033-11-24,2033-11-24,10.0,1891.96,157.66,Monthly,Credit Card,90,Active,D,72,False,True,5,94.6,1797.36,True,2024-09-09,Imagine job fight example yard. Assume discover matter. Edge main door score once.
POL000188,60529bca-bf24-4815-a00a-7425deac3730,AG0079,Health,Individual,2024-02-24,2025-02-23,2026-02-23,1.0,12852.87,1071.07,Annual,Bank Transfer,73,Active,C+,83,True,False,2,257.06,12595.81,False,2025-01-06,Draw process majority scientist voice wrong general. Cover official join ever talk wear.
POL000189,19938d81-90db-4e84-836a-d26bc5e11d12,AG0013,Life,Term,2023-12-16,2033-12-15,2033-12-15,10.0,1757.2,146.43,Annual,Credit Card,89,Active,D,37,True,False,7,123.0,1634.2,True,2024-01-18,
POL000190,39dc7ec2-cf9b-4716-96af-a203a74edfdb,AG0010,Life,Universal,2024-06-10,2039-06-10,2039-06-10,15.0,2513.72,209.48,Semi-Annual,Bank Transfer,84,Active,C+,72,False,False,0,0.0,2513.72,False,2024-07-27,Lose ground way ever including policy. Security left reduce future physical structure central home.
POL000191,4ed7d1f8-f5da-4d08-8fa3-3ec6cc138671,AG0130,Professional Liability,Legal,2021-07-03,2022-01-01,2025-07-02,0.5,3194.68,266.22,Annual,Online Payment,55,Active,A+,82,False,True,5,159.73,3034.95,True,2024-12-14,
